FIELD,ID,RA_x,DEC_x,Z_50,Z_ERR,PAB_FLUX,PAB_FLUX_ERR,OBS_PAB,id3DHST,ir_SFR-ladder_total,ir_SFR-ladder_total_Av,gf_n_j,gf_dn_j,gf_f_j,gf_re_j,gf_dre_j,td_Av,ACS_F435W_FLUX,ACS_F775W_FLUX,restalt_restUjohnson,restalt_restVjohnson,td_flag1,td_z_best,td_z_spec,td_z_best_s,td_z_peak_phot,td_lmass,td_sfr,td_sfr_IR,td_sfr_UV,ir_z_ir,ir_SFR-UV_corr,ir_SFR-UV_corr_Error,ir_SFR-IR,ir_UV_beta,ir_A_UV_280,DL,PAB_L,PAB_L_ERR,SIGMA_1,PAB_SFR,PAB_SFR_ERR,UV_SFR_ERR,PAB_SFR_EX2,PAB_SFR_EX2_ladder,PAB_SFR_EX2_ERR,PAB_SFR_LL,PAB_SFR_EX2_LL,PAB_SFR_LL_1SIGMA,PAB_SFR_EX_LL_1SIGMA,FIELD_x,RA,DEC,Z_50_x,FIELD_y,Z_50_y,restUjohnson,restVjohnson,PAB_FLUX_LIMIT,PAB_L_LIMIT,PAB_SFR_LIMIT,PAB_SFR_EX2_LIMIT,RAND,PAB_FLUX_LIMIT_RAND,PAB_L_LIMIT_RAND,PAB_SFR_LIMIT_RAND,PAB_SFR_EX2_LIMIT_RAND,PAB_SFR_EXCESS_LIMIT_RAND,ROLL_STD,ROLL_MAD,EXCESS_DIS_FIT,ROLL_MAD_FIT_TOP,ROLL_MAD_FIT_BOT,id,sfrratio,sfrratio_calz,calzfactor,sfrratio_mw,mwfactor,SFR_RAND
,26559,53.14984075026587,-27.78744274151697,,0.0041827171250308,0.316070806601133,0.20509634448303,15951.98432635426,26559,0.00022344,0.6854,1.5049,0.0699264,2,0.02163,0.000368499,0.0,0.0388501,0.299684,,,-1,0.0409,-1.0,3,0.0409,6.61,-99.0,-99.0,9.4826e-06,0.13,0.00022344,0.000200194,-0.0333741,4.4321,1.462,1242.6545072976023,,,,,,,,,,,,,,GS4,53.14984075026587,-27.78744274151697,0.2443045496376177,GS4,0.2443045496376177,-10.865472,-13.052789,0.20509634448303,3.7892315774894426e+38,-1.4414488521669495,2.2093902251401016,0.1597241301213864,0.0327588352136281,6.052317175429904e+37,-2.238078320581181,1.4127607567258704,1.4127607567258704,1.9865508235509155,0.6277834408100209,1.3409491429576683,0.7971559800048202,-0.6535327524684165,26559,2.21,2.21,1.0,2.21,1.0,0.35299032756826393
,27353,189.150612163404,62.27622940539478,,1.2055040077430086,0.6645640510933659,1.10079699632302,13329.423131801144,27353,0.00147378,0.003035,0.9514,0.473231,0,0.178752,0.0211898,0.2,0.18773,0.41151,-11.290719,-12.279596,-1,0.1007,-1.0,3,0.1007,6.68,-99.0,-99.0,0.0021441,0.08,0.00147378,0.000364738,-0.0109444,-1.1503,0.949,177.1400414450901,,,,,,,,,,,,,,GN5,189.150612163404,62.27622940539478,0.0397365937442388,GN5,0.0397365937442388,,,1.10079699632302,4.132693041255916e+37,-2.403766851054968,0.4278004903317254,0.3156932103027736,0.3475141376608647,1.304663133390013e+37,-2.9045016095483973,-0.072934268161704,-0.072934268161704,1.9852460180287583,0.6248405332209124,-0.1283599563291089,0.6697324120735191,-0.5588810357387093,27353,0.43,0.48,1.12,0.47,1.11,0.1515327409453313
,22082,53.18347340899999,-27.80676422800001,,0.5263623952113444,7.10477810853023,0.855483957076365,13552.36978265706,22082,1.11042,2.372,0.2,0.000758987,2,0.036024,3.92384e-05,0.0,50.6628,72.5281,,,0,-1.0,0.0,0,0.0615,6.72,-99.0,-99.0,-99.0,0.0901,1.11042,0.168462,-0.0143106,-1.0644,0.97,257.9270133691245,,,,,,,,,,,,,,GS4,53.18347340899999,-27.80676422800001,0.0571271281323759,GS4,0.0571271281323759,20.172664,19.482886,0.855483957076365,6.809229271455994e+37,-2.186902042580087,-2.2323893179273724,0.0479705918681883,0.041038071754693,3.266427583179372e+36,-3.505926965692211,-3.5514142410394967,-3.5514142410394967,2.245844140347082,0.6277834408100209,-3.597476543149303,0.7714066683464249,-0.6792820641268118,22082,-2.23,-2.23,1.0,-2.23,1.0,-0.1069744198660599
,37966,189.3062176,62.369608306,,0.217825433028847,0.286139370384282,1.12273998572035,14802.728516606234,37966,0.309326,0.3614,0.2,0.881473,2,0.455016,0.491073,0.4,0.26262,0.43766,-16.495579,-16.90698,-1,0.1471,-1.0,3,0.1471,6.77,0.012621,0.0033072,0.0093142,0.54,0.309326,0.0245031,-1.28334,-1.7501,0.58,745.8441810522531,,,,,,,,,,,,,,GN1,189.3062176,62.369608306,0.1546590106557125,GN1,0.1546590106557125,,,1.12273998572035,7.472532813831265e+38,-1.1465321691846952,-0.636948594787497,0.5489465598226189,0.6163242527364823,4.102021181314307e+38,-1.4070021014264142,-0.897418527029216,-0.897418527029216,2.2450714511457357,0.7605929780363399,-0.9317765965670248,0.775053852201752,-0.7063377131261346,37966,-0.64,-0.54,1.25,-0.55,1.23,-0.2964311423042142
,39564,53.17732428600002,-27.72556110799999,,0.06111482420033,0.9320022706184652,0.427817864551479,16062.04660630431,39564,0.000437621,0.06031,0.4053,0.0262474,2,0.018,0.000427261,0.0,0.0960336,0.602453,,,-1,-1.0,-1.0,0,0.0431,6.77,-99.0,-99.0,-99.0,0.11,0.000437621,0.00027923,-0.0225978,2.1956,1.462,1292.485477518991,,,,,,,,,,,,,,GS3,53.17732428600002,-27.72556110799999,0.2528897508817713,GS3,0.2528897508817713,-11.40354,-13.443428,0.427817864551479,8.550720068524822e+38,-1.0879973111643224,2.2709045346389765,1.1495005677179824,0.49177687818182,9.829057573166827e+38,-1.0274881210686146,2.331413724734684,2.331413724734684,1.7017670383112968,0.8934025152626588,2.297055655196875,0.790405268629077,-0.7216891295534595,39564,-9.99,-9.99,1.0,-9.99,1.0,-11.483510671502644
,32567,189.32013144,62.30596550600001,,0.2405235931926874,2.22812523507875,0.7839799737726371,15405.375900670364,32567,10.6285,13.15,4.8936,1.69942,0,1.01053,0.271641,0.8,0.3461,0.5869,-20.823541,-21.151884,-1,0.1272,-1.0,3,0.1272,6.77,-99.0,-99.0,0.0067283,2.35,10.6285,1.01474,-42.1616,-1.6508,0.673,1000.9012351604744,,,,,,,,,,,,,,GN3,189.32013144,62.30596550600001,0.2016673869477662,GN3,0.2016673869477662,,,0.7839799737726371,9.396797081929129e+38,-1.047020151366425,-2.073492128242528,1.4731732477998856,1.154938324172705,1.3843110076102028e+39,-0.8787663277151694,-1.905238304591272,-1.905238304591272,1.7955842149073904,0.8954105211459373,-1.9395963741290807,0.8782699673669552,-0.8095538282913377,32567,-2.07,-1.88,1.56,-1.89,1.51,-2.769565705863785
,21327,53.19671879499982,-27.81075122099958,,0.0482021528611912,3.6150618228167097,0.551772672396173,14121.536917825191,21327,296.383,623.0,3.5255,0.0677862,0,0.019872,0.000143374,0.0,1.24365,7.1853,,,0,-1.0,-1.0,0,0.01,6.79,-99.0,-99.0,-99.0,2.8563,296.383,41.9847,-126.12,-1.0728,0.968,472.86080946459447,,,,,,,,,,,,,,GS4,53.19671879499982,-27.81075122099958,0.1015239405479868,GS4,0.1015239405479868,-11.977368,-14.477404,0.551772672396173,1.4761118246962308e+38,-1.850880740745417,-4.322734030410581,0.2042079789141119,0.1126763822500609,3.0143381237243925e+37,-2.540808033696422,-5.012661323361586,-5.012661323361586,2.210378342219839,0.897418527029216,-5.042337699870595,0.961452973076034,-0.9021002200580154,21327,-4.32,-4.32,1.0,-4.32,1.0,-0.8821784689089635
,30658,53.147227082,-27.77146670899998,,0.0106757219649089,0.5807097805336721,0.232709216436462,16372.54635518946,30658,0.000255458,0.02903,5.5785,0.197741,2,0.018,0.000290179,0.0,0.0528106,0.451494,,,-1,0.0369,-1.0,3,0.0369,6.81,0.0002086,0.00018873,1.9866e-05,0.12,0.000255458,0.000152421,-0.0276628,2.0663,1.462,1435.086443520397,,,,,,,,,,,,,,GS4,53.147227082,-27.77146670899998,0.2771097000927815,GS4,0.2771097000927815,-18.054261,-18.916577,0.232709216436462,5.734058730479416e+38,-1.2615378631522702,2.331142629119122,1.1327460759333483,0.2636004517519266,6.4952325261219165e+38,-1.20740529678433,2.385275195487062,2.385275195487062,2.3997319793035,1.1550896418775431,2.3602805120068515,1.161357553242557,-1.1113681862821363,30658,2.33,2.33,1.0,2.33,1.0,2.6392983569247015
,44280,53.083227159,-27.703215805,,0.8202497404563425,0.655664529655176,0.621313969820925,13927.85131877424,44280,0.000542659,1.167,0.8879,0.259195,0,0.201594,0.0164255,0.0,0.0518264,0.205926,,,-1,0.1225,-1.0,3,0.1225,6.83,0.0022687,0.0018131,0.00045553,0.15,0.000542659,0.000591041,-0.0468719,4.1059,1.462,398.34120443201687,,,,,,,,,,,,,,GS5,53.083227159,-27.703215805,0.0864158594987707,GS2,0.0864158594987707,-11.509994,-13.20956,0.621313969820925,1.1795436367312044e+38,-1.948285987935641,1.3171870018841827,0.2399511982728864,0.1490850315622149,2.830329090488108e+37,-2.568163064873687,0.6973099249461367,0.6973099249461367,2.4365338449387086,0.897418527029216,0.6769969344947258,0.9520895870184356,-0.9114636061156136,44280,1.32,1.32,1.0,1.32,1.0,0.3167355817202101
,47656,53.124674743,-27.687366281,,0.0879747171537441,0.836991386431864,1.68436681277657,13799.374879425406,47656,0.00109918,2.364,1.5636,0.230598,1,0.37035,0.0254691,0.0,0.156424,0.569274,,,0,0.07304,-1.0,2,0.0791,6.86,-99.0,-99.0,0.00052726,0.13,0.00109918,0.00119718,-0.0333741,4.1059,1.462,323.73069971817324,,,,,,,,,,,,,,GS5,53.12467474300001,-27.687366281,0.0763942963670362,GS2,0.0709934884574957,-12.467509,-14.019849,1.68436681277657,2.112014409840516e+38,-1.695303123026072,1.2636280593405664,0.960781944843228,1.6183092222088622,2.029185312223493e+38,-1.7126782898808417,1.246252892485797,1.246252892485797,2.499039840395959,1.0718357097575064,1.2329624415775848,1.095659969980517,-1.0690790681640927,47656,1.26,1.26,1.0,1.26,1.0,1.2105852505024672
,37724,53.19829450400001,-27.734838828,,0.0132606740669044,0.689966734036713,0.421138025768297,15560.631048666131,37724,520.047,720.3,0.7173,0.0144747,1,0.02355,0.000160222,1.8,0.0397811,3.92358,,,0,-1.0,0.0,0,0.5917,6.95,-99.0,-99.0,-99.0,4.6427,520.047,62.5389,-0.0,-1.495,0.794,1068.583181417104,,,,,,,,,,,,,,GS3,53.19829450400001,-27.734838828,0.2137777729068746,GS3,0.2137777729068746,27.199154,24.322521,0.421138025768297,5.7535190452271154e+38,-1.260066444971585,-3.976109040372243,0.7348846677409518,0.3094878781398154,4.228172931892967e+38,-1.3938472583960788,-4.109889853796737,-4.109889853796737,2.6736069031205654,1.246252892485797,-4.102112686075353,1.2251852738562008,-1.2407396092989689,37724,-3.98,-3.54,2.71,-3.57,2.53,-2.60149172380297
,16080,189.23962658,62.22134484399998,,0.3503261300916275,0.144200474818654,0.383409651104496,15277.600615426149,16080,0.00193873,0.009329,0.5618,0.410878,0,0.34383,0.0650157,0.1,0.10628,0.35732,-12.346416,-13.531272,-1,0.1538,-1.0,3,0.1538,7.04,0.0086456,0.0063618,0.0022838,0.13,0.00193873,0.000391905,-0.0333741,-0.4144,1.064,945.7967545884698,,,,,,,,,,,,,,GN2,189.23962658,62.22134484399998,0.1917005160238804,GN2,0.1917005160238804,,,0.383409651104496,4.103468545060232e+38,-1.4068488912913324,1.305633778059509,2.3744026840662538,0.9103689046794212,9.74328672737246e+38,-1.0312945167580594,1.681188152592782,1.681188152592782,2.7881800170240534,1.3295068246058337,1.7100329389437623,1.2581110059166465,-1.315800578618607,16080,1.31,1.33,1.06,1.33,1.05,3.157955569808118
,16039,189.15472309,62.22108721700002,,0.2773608335754844,4.54298779918475,2.72319055534945,14780.952731101475,16039,0.00474679,0.005584,0.8437,0.216132,0,0.589758,0.0587449,0.2,0.16974,0.47152,-12.856109,-14.056145,-1,0.1569,-1.0,3,0.1569,7.06,-99.0,-99.0,0.0036134,0.14,0.00474679,0.000535323,-0.0397656,-1.7874,0.543,736.8615413782361,,,,,,,,,,,,,,GN7,189.15472309,62.22108721700002,0.152960431443173,GN7,0.152960431443173,,,2.72319055534945,1.769058692239379e+39,-0.7722577582192542,1.5513422230092098,2.6594494563834883,7.242187642052745,4.704722177386501e+39,-0.3474660173781601,1.976133963850304,1.976133963850304,2.709873440474857,1.4127607567258704,2.009660443230083,1.3074226635778892,-1.374475622337448,16039,1.55,1.6,1.12,1.6,1.11,4.255119130213582
,23274,189.3659305115426,62.25639609777537,,0.2232147355182576,0.115894111045664,0.6781384136390359,15832.691938593567,23274,0.0921947,0.1172,0.754,0.178722,0,0.241674,0.0146821,0.4,0.14156,0.29332,-15.364265,-15.985396,-1,0.2568,-1.0,3,0.2568,7.07,0.061273,0.044338,0.016935,0.39,0.0921947,0.00897605,-0.53272,-1.6048,0.712,1189.075242899051,,,,,,,,,,,,,,GN4,189.3659305115426,62.25639609777537,0.2349993711851456,GN4,0.2349993711851456,,,0.6781384136390359,1.1471744061134536e+39,-0.9603705508391868,0.0749234936919291,0.1354797643031821,0.0918740324447504,1.5541891815489368e+38,-1.8284961184166093,-0.7932020738854932,-0.7932020738854932,2.706924420544887,1.3295068246058337,-0.757334747991314,1.2510884663734474,-1.322823118161806,23274,0.07,0.17,1.25,0.16,1.23,0.02303155993154096
,22443,189.2412273699808,62.25200297902295,,0.2001874042140826,4.60743352306491,2.66293581982933,13871.359043141458,22443,0.0260216,0.03102,0.7461,0.316504,0,0.328494,0.0414448,0.4,0.83476,1.4572,-14.230776,-14.878007,0,0.1164,0.1164,1,0.0923,7.07,0.019815,0.0051866,0.014628,0.12,0.0260216,0.00259747,-0.0276628,-1.7346,0.595,376.8715199981058,,,,,,,,,,,,,,GN2,189.2412273699808,62.25200297902295,0.0820092857364631,GN2,0.0820092857364631,,,2.66293581982933,4.52522072224668e+38,-1.3643602327867512,0.2203057705369624,1.0987389469960565,2.9258712985973583,4.972036251286052e+38,-1.3234657135629604,0.2612002897607532,0.2612002897607532,2.571826772525604,1.246252892485797,0.2970676156549325,1.1970951156834055,-1.268829767471764,22443,0.22,0.32,1.25,0.31,1.23,0.3515964630387381
,27660,53.13061372999999,-27.785135947,,0.1248131875741404,15.7225082396669,5.21668275511245,14206.86256895249,27660,0.0133264,0.1249,1.2437,0.0792436,0,1.09249,0.039325,0.1,1.24331,2.61295,,,0,0.0741,-1.0,3,0.0741,7.08,0.0057013,0.00041009,0.0052912,0.09,0.0133264,0.00234362,-0.0142719,0.249,1.283,506.1323146917985,,,,,,,,,,,,,,GS4,53.13061372999999,-27.785135947,0.1081796075625966,GS4,0.1081796075625966,-13.558205,-14.780056,5.21668275511245,1.5988767538454167e+39,-0.8161850116682388,1.059102143591028,0.2690569602160135,1.4035848045018542,4.30188919149695e+38,-1.3863407804063002,0.4889463748529665,0.4889463748529665,2.522691390087428,1.0718357097575064,0.5271545472615453,1.044161346663726,-1.1205776914808836,27660,1.06,1.08,1.06,1.08,1.05,0.2905815170332946
,19237,189.1142449,62.236526478,,0.2323256239742151,0.583110989318059,0.6091608481534201,14058.629122753751,19237,0.0108886,0.01506,1.1094,0.407555,0,0.579384,0.0929263,0.8,0.609,1.43528,-13.518519,-14.546248,0,0.1055,0.1055,1,0.0708,7.08,-99.0,-99.0,0.0075531,0.11,0.0108886,0.00150867,-0.0225978,-1.514,0.781,448.50364328109526,,,,,,,,,,,,,,GN7,189.1142449,62.236526478,0.0966169362522428,GN7,0.0966169362522428,,,0.6091608481534201,1.466075588366793e+38,-1.8538436376319247,0.1091843183662508,1.338588879868523,0.8154159373894461,1.9624724796344908e+38,-1.727196424787394,0.2358315312107823,0.2358315312107823,1.846557913493944,0.897418527029216,0.274039703619361,0.893568424158446,-0.9699847689756036,19237,0.11,0.3,1.56,0.29,1.51,0.4015766639605569
,32018,189.28464262,62.30251591,,7.657522128300826,0.6314988777410541,0.957520365580326,15296.048895900016,32018,16.671,13.57,1.7738,0.587056,0,0.09198,0.0108504,0.6,0.16755,0.38872,-20.945027,-21.169625,-1,0.1702,-1.0,3,0.1702,7.09,0.011067,0.0064812,0.0045862,3.11,16.671,0.261376,-214.694,-1.7873,0.871,953.7191629946226,,,,,,,,,,,,,,GN4,189.28464262,62.30251591,0.1931395394617797,GN4,0.1931395394617797,,,0.957520365580326,1.0420329858319173e+39,-1.0021185331113145,-2.224080184616356,0.8404430124914968,0.8047413005702885,8.757693417280862e+38,-1.0776102623311203,-2.2995719138361617,-2.2995719138361617,1.882795533435408,1.0718357097575064,-2.2590228949131834,1.0418205001493266,-1.122918537995283,32018,-2.22,-2.08,1.39,-2.09,1.36,-1.7481214659823134
,22600,53.19330134300001,-27.80557966300002,,0.0259354392872004,27.6665999316038,1.34763711224102,16279.244584431042,22600,615.429,654.8,0.5739,0.00688741,0,0.025512,0.00010498,2.1,0.409736,8.19954,,,0,-1.0,0.0,0,0.5923,7.09,-99.0,-99.0,-99.0,4.4321,615.429,30.6794,-0.0,-1.9461,0.376,1391.9258918102232,,,,,,,,,,,,,,GS4,53.19330134300001,-27.80557966300002,0.2698318708604558,GS4,0.2698318708604558,26.35356,23.624115,1.34763711224102,3.123903562647088e+39,-0.5253023815990545,-3.3144803386441195,1.1179254451135168,1.5065578185535369,3.492291280763947e+39,-0.4768895403522748,-3.26606749739734,-3.26606749739734,2.108877025176997,1.246252892485797,-3.2255184784743616,1.1924134226546066,-1.273511460500563,22600,-3.31,-2.81,3.2,-2.84,2.95,-3.141370500768982
